"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2018-10",100.7383,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2018-11",100.5405,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2018-12",100.3203,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2019-01",100.0927,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2019-02",99.87508,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2019-03",99.66109,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2019-04",99.44431,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2019-05",99.21262,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2019-06",98.96541,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2019-07",98.73496,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2019-08",98.56561,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2019-09",98.47906,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2019-10",98.47332,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2019-11",98.51886,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2019-12",98.57442,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2020-01",98.60683,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2020-02",98.57943,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2020-03",95.85155,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2020-04",90.61827,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2020-05",92.53401,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2020-06",97.02005,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2020-07",98.23328,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2020-08",98.6069,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2020-09",98.75897,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2020-10",98.91673,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2020-11",99.08907,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2020-12",99.33348,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2021-01",99.6793,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2021-02",100.1384,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2021-03",100.6623,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2021-04",101.1518,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2021-05",101.5433,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2021-06",101.8149,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2021-07",101.9548,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2021-08",101.9848,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","2021-09",101.9655,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-02",100.0853,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-03",100.0054,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-04",99.91579,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-05",99.84267,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-06",99.79807,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-07",99.78516,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-08",99.80967,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-09",99.88456,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-10",100.0074,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-11",100.1591,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2005-12",100.3054,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-01",100.4082,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-02",100.4505,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-03",100.4399,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-04",100.3865,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-05",100.2975,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-06",100.2083,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-07",100.1347,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-08",100.0917,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-09",100.089,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-10",100.142,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-11",100.2476,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2006-12",100.3806,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-01",100.4969,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-02",100.5927,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-03",100.6689,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-04",100.7235,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-05",100.7467,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-06",100.7368,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-07",100.6957,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-08",100.6265,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-09",100.5364,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-10",100.4261,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-11",100.3068,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2007-12",100.1949,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-01",100.1183,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-02",100.0722,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-03",100.0252,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-04",99.94926,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-05",99.79703,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-06",99.51788,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-07",99.0825,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-08",98.47946,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-09",97.73947,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-10",96.94811,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-11",96.22474,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2008-12",95.6738,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-01",95.38306,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-02",95.37466,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-03",95.64185,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-04",96.15265,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-05",96.82934,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-06",97.60878,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-07",98.42232,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-08",99.19278,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-09",99.86502,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-10",100.4169,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-11",100.8596,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2009-12",101.2197,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-01",101.5001,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-02",101.6927,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-03",101.7951,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-04",101.7925,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-05",101.6962,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-06",101.5355,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-07",101.3716,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.2605,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-09",101.2285,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-10",101.2689,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-11",101.3515,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2010-12",101.4393,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-01",101.48,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-02",101.4191,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-03",101.2414,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-04",100.9733,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-05",100.652,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-06",100.337,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-07",100.0608,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-08",99.83753,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-09",99.68233,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-10",99.58856,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-11",99.5501,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2011-12",99.54632,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.55717,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.55734,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.53388,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-04",99.47701,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-05",99.39266,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-06",99.29541,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-07",99.21036,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-08",99.15463,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-09",99.13148,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-10",99.13347,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-11",99.16832,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2012-12",99.23174,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-01",99.31306,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-02",99.38702,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-03",99.4349,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-04",99.47504,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-05",99.54523,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-06",99.65384,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-07",99.79721,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-08",99.96033,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-09",100.1108,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-10",100.2212,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-11",100.283,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2013-12",100.3058,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-01",100.3254,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.3698,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.4349,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.5129,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.5973,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.6738,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-07",100.7285,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-08",100.7418,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.7027,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.6106,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.4783,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.3163,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.1317,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-02",99.95495,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-03",99.81145,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-04",99.70097,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-05",99.61217,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-06",99.51746,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-07",99.39426,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-08",99.24342,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-09",99.08517,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-10",98.93987,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-11",98.8162,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2015-12",98.7223,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-01",98.68143,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-02",98.71205,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-03",98.81763,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-04",98.97529,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.1626,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.3626,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.56287,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.75718,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-09",99.95717,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-10",100.168,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-11",100.3919,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2016-12",100.6035,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-01",100.7732,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-02",100.8913,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-03",100.9618,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-04",101.003,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-05",101.0287,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-06",101.046,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-07",101.0661,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-08",101.1008,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-09",101.137,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-10",101.1667,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-11",101.1729,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2017-12",101.1306,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-01",101.0265,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-02",100.8844,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-03",100.7332,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-04",100.5846,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-05",100.4481,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-06",100.2989,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-07",100.1113,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-08",99.87909,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-09",99.60215,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-10",99.30127,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-11",98.99938,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2018-12",98.7262,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-01",98.52211,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-02",98.37175,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-03",98.25703,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-04",98.14643,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-05",98.02816,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-06",97.8855,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-07",97.72358,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-08",97.56221,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-09",97.42731,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-10",97.33979,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-11",97.32176,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2019-12",97.38338,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-01",97.53925,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-02",97.77356,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-03",95.94521,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-04",94.99038,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-05",96.02865,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-06",97.15556,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-07",97.58656,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-08",98.07732,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-09",98.23698,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-10",98.40392,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-11",98.73361,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2020-12",99.19138,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2021-01",99.46848,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2021-02",99.77948,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2021-03",100.0782,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2021-04",100.3123,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2021-05",100.5329,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2021-06",100.7005,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2021-07",100.8202,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2021-08",100.8623,
"CAN","CLI","AMPLITUD","LTRENDIDX","M","2021-09",100.8557,
